section	offset	size	unit	scope	name	demangled
.text	0x00000000	0x98	st2_3/em_wrap.cpp	global	SetControl__10cEmControlsP3Vecii	cEmControl::SetControl
.text	0x00000098	0xAC	st2_3/em_wrap.cpp	global	SetTargetPos__10cEmControlP3Veci	cEmControl::SetTargetPos
.text	0x00000144	0x64	st2_3/em_wrap.cpp	global	SetPatrol__9cEmPatrolsP3VeciUci	cEmPatrol::SetPatrol
.text	0x000001A8	0xD0	st2_3/em_wrap.cpp	global	TaskMove__9cEmPatrolP9cEmPatrol	cEmPatrol::TaskMove
.text	0x00000278	0x30	st2_3/em_wrap.cpp	global	__7cEmWrap	cEmWrap::cEmWrap
.text	0x000002A8	0x1C	st2_3/em_wrap.cpp	global	initWork__7cEmWrap	cEmWrap::initWork
.text	0x000002C4	0x5C	st2_3/em_wrap.cpp	global	err__7cEmWrapPCci	cEmWrap::err
.text	0x00000320	0x100	st2_3/em_wrap.cpp	global	setEm__7cEmWrapsSciii	cEmWrap::setEm
.text	0x00000420	0x70	st2_3/em_wrap.cpp	global	setEm__FsSciii	setEm
.text	0x00000490	0xAC	st2_3/em_wrap.cpp	global	setPtr__7cEmWrapsSci	cEmWrap::setPtr
.text	0x0000053C	0x7C	st2_3/em_wrap.cpp	global	setPtr__7cEmWrapP3cEmi	cEmWrap::setPtr
.text	0x000005B8	0x54	st2_3/em_wrap.cpp	global	getPtr__7cEmWrap	cEmWrap::getPtr
.text	0x0000060C	0x40	st2_3/em_wrap.cpp	global	isAlive__7cEmWrap	cEmWrap::isAlive
.text	0x0000064C	0x50	st2_3/em_wrap.cpp	global	isActive__7cEmWrap	cEmWrap::isActive
.text	0x0000069C	0x80	st2_3/em_wrap.cpp	global	destroy__7cEmWrap	cEmWrap::destroy
.text	0x0000071C	0x78	st2_3/em_wrap.cpp	global	setTrans__7cEmWrapi	cEmWrap::setTrans
.text	0x00000794	0x70	st2_3/em_wrap.cpp	global	setNoSuspend__7cEmWrapi	cEmWrap::setNoSuspend
.text	0x00000804	0x58	st2_3/em_wrap.cpp	global	setHp__7cEmWraps	cEmWrap::setHp
.text	0x0000085C	0x58	st2_3/em_wrap.cpp	global	getHp__7cEmWrap	cEmWrap::getHp
.text	0x000008B4	0x58	st2_3/em_wrap.cpp	global	setCharacter__7cEmWrapUc	cEmWrap::setCharacter
.text	0x0000090C	0x70	st2_3/em_wrap.cpp	global	checkStatus__7cEmWrapi	cEmWrap::checkStatus
.text	0x0000097C	0x5C	st2_3/em_wrap.cpp	global	setPos__7cEmWrapP3Vec	cEmWrap::setPos
.text	0x000009D8	0x60	st2_3/em_wrap.cpp	global	setFlag__7cEmWrapUl	cEmWrap::setFlag
.text	0x00000A38	0x68	st2_3/em_wrap.cpp	global	ckFlag__7cEmWrapUl	cEmWrap::ckFlag
.text	0x00000AA0	0x84	st2_3/em_wrap.cpp	global	getPos__7cEmWrapP3Vec	cEmWrap::getPos
.text	0x00000B24	0x5C	st2_3/em_wrap.cpp	global	getPosY__7cEmWrap	cEmWrap::getPosY
.text	0x00000B80	0x64	st2_3/em_wrap.cpp	global	isNormalGanade__7cEmWrap	cEmWrap::isNormalGanade
.text	0x00000BE4	0xB4	st2_3/em_wrap.cpp	global	setGoto__7cEmWrapP3Veci	cEmWrap::setGoto
.text	0x00000C98	0xA8	st2_3/em_wrap.cpp	global	ckGoto__7cEmWrap	cEmWrap::ckGoto
.text	0x00000D40	0xCC	st2_3/em_wrap.cpp	global	ckResetEnable__7cEmWrap	cEmWrap::ckResetEnable
.text	0x00000E0C	0xA4	st2_3/em_wrap.cpp	global	setReset__7cEmWrap	cEmWrap::setReset
.text	0x00000EB0	0xA8	st2_3/em_wrap.cpp	global	setReset__7cEmWrapii	cEmWrap::setReset
.text	0x00000F58	0xD4	st2_3/em_wrap.cpp	global	ckFindPL__7cEmWrap	cEmWrap::ckFindPL
.text	0x0000102C	0xB8	st2_3/em_wrap.cpp	global	setFindPL__7cEmWrap	cEmWrap::setFindPL
.text	0x000010E4	0x12C	st2_3/em_wrap.cpp	global	SceCkFindPL__FPf	SceCkFindPL
.text	0x00001210	0x98	st2_3/cSceObj.cpp	global	move__7cSceObj	cSceObj::move
.text	0x000012A8	0x13A4	st2_3/cSceObj.cpp	global	move1__7cSceObj	cSceObj::move1
.text	0x0000264C	0x8	st2_3/cSceObj.cpp	global	move2__7cSceObj	cSceObj::move2
.text	0x00002654	0x3A8	st2_3/cSceObj.cpp	global	move3__7cSceObj	cSceObj::move3
.text	0x000029FC	0x88	st2_3/cSceObj.cpp	global	initMove1_pos__7cSceObjP6cModelUlP3Vecff	cSceObj::initMove1_pos
.text	0x00002A84	0x28	st2_3/cSceObj.cpp	global	setMove1_pos__7cSceObjUlP3Vecff	cSceObj::setMove1_pos
.text	0x00002AAC	0xBC	st2_3/cSceObj.cpp	global	initMove1_ang__7cSceObjP6cModelUlP3Vecffi	cSceObj::initMove1_ang
.text	0x00002B68	0x2C	st2_3/cSceObj.cpp	global	setMove1_ang__7cSceObjUlP3Vecffi	cSceObj::setMove1_ang
.text	0x00002B94	0xA0	st2_3/cSceObj.cpp	global	setMove1_all__7cSceObjUlP3VecT2ffi	cSceObj::setMove1_all
.text	0x00002C34	0x80	st2_3/cSceObj.cpp	global	initMove3_y__7cSceObjP6cModelP3Vecfff	cSceObj::initMove3_y
.text	0x00002CB4	0x8C	st2_3/cSceObj.cpp	global	setMove3_y__7cSceObjP3Vecfff	cSceObj::setMove3_y
.text	0x00002D40	0x2A4	st2_3/cSceObj.cpp	global	getVibrationValue__7cSceObjP3VecT1	cSceObj::getVibrationValue
.text	0x00002FE4	0xF4	st2_3/cSceObj.cpp	global	setSrcDstPos__7cSceObj	cSceObj::setSrcDstPos
.text	0x000030D8	0x304	st2_3/cSceObj.cpp	global	setStartPos__7cSceObj	cSceObj::setStartPos
.text	0x000033DC	0x304	st2_3/cSceObj.cpp	global	setEndPos__7cSceObj	cSceObj::setEndPos
.text	0x000036E0	0x34	st2_3/cSceObj.cpp	global	setStart__7cSceObj	cSceObj::setStart
.text	0x00003714	0x7C	st2_3/cSceObj.cpp	global	setReverse__7cSceObji	cSceObj::setReverse
.text	0x00003790	0x24	st2_3/cSceObj.cpp	global	setVibration__7cSceObjUsUsfff	cSceObj::setVibration
.text	0x000037B4	0x3EC	st2_3/r21a.cpp	global	R21aInit__Fv	R21aInit
.text	0x00003BA0	0x4	st2_3/r21a.cpp	global	R21aMain__Fv	R21aMain
.text	0x00003BA4	0xB8	st2_3/r21a.cpp	local	r21a_movedShelf__Fi	r21a_movedShelf
.text	0x00003C5C	0x124	st2_3/r21a.cpp	local	r21a_moveShelf__Fi	r21a_moveShelf
.text	0x00003D80	0x3D8	st2_3/r21a.cpp	local	R21aEmSetMain__Fv	R21aEmSetMain
.text	0x00004158	0x8C	st2_3/r21a.cpp	local	R21aDoorCheck__Fv	R21aDoorCheck
.text	0x000041E4	0x26C	st2_3/r21a.cpp	local	R21aDoorMain__Fv	R21aDoorMain
.text	0x00004450	0x64	st2_3/r21a.cpp	local	R21aDoorEnd__Fv	R21aDoorEnd
.text	0x000044B4	0x504	st2_3/r21a.cpp	local	R21aFallRoofStartMain__Fv	R21aFallRoofStartMain
.text	0x000049B8	0x1FC	st2_3/r21a.cpp	local	R21aFallRoofStartEnd__Fv	R21aFallRoofStartEnd
.text	0x00004BB4	0x2B0	st2_3/r21a.cpp	local	R21aFallRoofDie__Fi	R21aFallRoofDie
